brand,model,processor_brand,processor_name,processor_gnrtn,ram_gb,ram_type,ssd,hdd,os,os_bit,graphic_card_gb,weight,display_size,warranty,Touchscreen,msoffice,latest_price,latest_price_range,old_price,discount,star_rating,ratings,reviews
acer,Aspire,Intel,Core i5,8th,8,DDR4,0,1024,Windows,64-bit,2,Casual,14,1,No,Yes,726.64,[687.5 - 1375.0],757.07,4,4.1,118,28
acer,Aspire,Intel,Core i5,8th,8,DDR4,0,1024,Windows,64-bit,2,ThinNlight,14,1,No,No,750.76,[687.5 - 1375.0],757.53,0,4.1,73,21
acer,Aspire,Intel,Core i5,11th,8,DDR5,0,512,Windows,32-bit,4,Casual,15.6,0,No,No,617.54,[0.0 - 687.5],1089.97,43,4.4,10966,1185
acer,Chromebook,Intel,Celeron Dual,10th,4,DDR4,0,512,Windows,32-bit,0,Casual,15.6,0,No,No,290.54,[0.0 - 687.5],327,11,3.3,61,4
acer,ConceptD,Intel,Core i5,8th,8,DDR4,512,0,Windows,64-bit,4,Casual,16,1,No,No,1205.04,[687.5 - 1375.0],1453.3,17,0,0,0
acer,Dual,AMD,Dual Core,10th,4,DDR4,256,0,Windows,64-bit,0,Casual,15.6,1,No,No,387.43,[0.0 - 687.5],399.54,3,4,762,104
acer,Extensa,Intel,Pentium Quad,10th,4,DDR4,256,0,Windows,64-bit,0,Casual,15.6,1,No,No,375.32,[0.0 - 687.5],423.76,11,4.2,465,89
acer,Intel,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,15.6,0,Yes,No,1332.19,[687.5 - 1375.0],0,0,0,0,0
acer,Intel,Intel,Core i5,11th,8,LPDDR4X,512,0,Windows,64-bit,0,ThinNlight,14,1,No,Yes,738.65,[687.5 - 1375.0],1089.97,32,4.4,17,1
acer,Apire,Intel,Core i3,11th,4,DDR4,0,1024,Windows,32-bit,0,Casual,15.6,0,No,No,448.09,[0.0 - 687.5],544.99,17,0,0,0
acer,Apire,Intel,Genuine Windows,10th,4,DDR4,128,0,DOS,32-bit,4,Casual,15.6,0,No,No,1412.62,[1375.0 - 2062.5],0,0,0,0,0
acer,Nitro,AMD,Ryzen 5,10th,4,DDR4,0,512,Windows,32-bit,4,Casual,15.6,0,No,No,726.54,[687.5 - 1375.0],1211.08,40,4.5,1946,240
acer,Nitro,AMD,Ryzen 5,10th,4,DDR4,0,512,Windows,32-bit,4,Casual,15.6,0,No,No,883.98,[687.5 - 1375.0],1211.08,27,4.5,425,67
acer,Nitro,AMD,Ryzen 5,10th,4,DDR4,0,512,Windows,32-bit,6,Casual,16,0,No,No,1134.79,[687.5 - 1375.0],1683.42,32,4.5,259,47
acer,Nitro,AMD,Ryzen 7,11th,16,DDR4,256,1024,Windows,64-bit,4,Casual,15.6,0,No,No,992.98,[687.5 - 1375.0],1452.1,31,4.5,141,24
acer,Nitro,AMD,Ryzen 7,11th,16,DDR4,256,1024,Windows,64-bit,6,Casual,15.6,1,No,No,1089.86,[687.5 - 1375.0],1453.19,25,4.4,272,36
acer,Predator,Intel,Core,11th,4,DDR4,0,512,Windows,32-bit,0,Casual,16,0,No,No,1210.97,[687.5 - 1375.0],1816.63,33,4.5,1336,186
acer,Predator,Intel,Core i7,10th,16,DDR4,2048,0,Windows,64-bit,8,Casual,16,1,No,No,1937.63,[1375.0 - 2062.5],1940.05,0,3.8,4,0
acer,Predator,Intel,Core i7,10th,16,DDR4,256,1024,Windows,64-bit,6,Casual,16,1,No,No,1453.19,[1375.0 - 2062.5],1707.52,14,4.6,2038,313
acer,Predator,Intel,Core i7,11th,16,DDR4,1024,0,Windows,64-bit,6,Casual,16,1,No,No,1574.3,[1375.0 - 2062.5],1816.52,13,4.5,54,7
acer,Predator,Intel,Core i7,11th,16,DDR4,512,1024,Windows,32-bit,6,Casual,15.6,1,No,No,1453.19,[1375.0 - 2062.5],1707.52,14,4.5,342,54
acer,Predator,Intel,Core i7,11th,16,DDR4,512,1024,Windows,64-bit,4,Casual,15.6,1,No,No,1126.2,[687.5 - 1375.0],1586.41,29,4.5,214,37
acer,Predator,Intel,Core i9,11th,16,DDR4,1024,0,Windows,64-bit,6,Casual,15.6,1,No,No,1695.41,[1375.0 - 2062.5],2179.96,22,0,0,0
acer,Predator,Intel,Core i9,11th,32,DDR4,1024,0,Windows,64-bit,8,Casual,15.6,1,No,No,2058.74,[1375.0 - 2062.5],2422.18,15,0,0,0
acer,Predator,Intel,Genuine Windows,10th,4,DDR4,0,512,DOS,32-bit,4,Casual,15.6,0,No,No,1574.41,[1375.0 - 2062.5],0,0,4.5,3227,693
acer,Spin,Intel,Core i5,11th,8,LPDDR4,0,512,Windows,32-bit,0,Casual,16,1,No,No,1453.19,[1375.0 - 2062.5],1512.66,3,4,1,1
acer,Swift,AMD,Ryzen 5,11th,8,LPDDR4X,512,0,Windows,64-bit,0,ThinNlight,14,1,No,No,653.87,[0.0 - 687.5],1089.97,40,4.9,7,0
acer,Swift,AMD,Ryzen 7,11th,4,DDR4,1024,0,Windows,64-bit,4,Casual,16,1,No,No,1210.97,[687.5 - 1375.0],1695.52,28,0,0,0
acer,Swift,Intel,Core i5,10th,8,LPDDR4,0,512,DOS,32-bit,0,Casual,16,0,No,No,1140.73,[687.5 - 1375.0],1513.85,24,4.3,31,6
acer,Swift,Intel,Core i5,7th,8,DDR3,256,0,Windows,64-bit,0,ThinNlight,16,1,No,Yes,1052.04,[687.5 - 1375.0],1211.08,13,4.4,39,3
acer,Swift,Intel,Core i5,8th,8,DDR3,256,0,Windows,64-bit,0,ThinNlight,14,1,Yes,Yes,993.07,[687.5 - 1375.0],1002.77,0,4,14,3
acer,Swift,Intel,Core i5,8th,8,DDR3,512,0,Windows,64-bit,0,ThinNlight,15.6,1,No,No,787.09,[687.5 - 1375.0],1065.75,26,3.8,4,1
acer,Swift,Intel,Core i5,8th,8,DDR4,0,1024,Windows,64-bit,2,Casual,15.6,1,No,No,883.66,[687.5 - 1375.0],886.51,0,4.2,18,6
acer,Swift,Intel,Core i5,8th,8,DDR4,256,0,Windows,64-bit,0,ThinNlight,13.3,1,No,No,720.48,[687.5 - 1375.0],793.82,9,3.5,33,7
acer,Travelmate,Intel,Core i3,11th,8,DDR4,256,1024,Windows,64-bit,0,Casual,14,0,No,No,496.43,[0.0 - 687.5],726.66,31,4.2,38,2
acer,Travelmate,Intel,Core i5,11th,16,DDR4,256,1024,Windows,64-bit,0,Casual,14,0,No,No,756.81,[687.5 - 1375.0],1029.43,26,3.4,8,0
acer,Travelmate,Intel,Core i5,11th,8,DDR4,256,1024,Windows,64-bit,0,Casual,14,0,No,No,672.04,[0.0 - 687.5],726.66,7,3.8,8,3
alienware,NA,Intel,GeForce GTX,10th,8,LPDDR4,0,512,DOS,32-bit,6,Casual,15.6,0,No,No,2422.07,[2062.5 - 2750.0],2704.64,10,4.9,12,0
alienware,NA,Intel,GeForce RTX,10th,8,LPDDR4,0,512,DOS,32-bit,6,Casual,15.6,0,No,No,2601.31,[2062.5 - 2750.0],2881.64,9,4.1,13,4
alienware,NA,Intel,GeForce RTX,10th,8,LPDDR4,0,512,DOS,32-bit,8,Casual,15.6,0,No,No,3261.35,[2750.0 - 3437.5],3549.47,8,4,5,2
alienware,NA,Intel,GeForce RTX,10th,8,LPDDR4,0,512,DOS,32-bit,8,Casual,15.6,0,No,No,4183,[4125.0 - 4812.5],4575.49,8,4.6,10,3
apple,MacBook,Intel,Core i5,10th,16,LPDDR4X,1024,0,Mac,64-bit,0,Casual,13,1,No,No,2179.85,[2062.5 - 2750.0],2360.42,7,4.7,31,3
apple,MacBook,Intel,Core i5,10th,16,LPDDR4X,1024,0,Mac,64-bit,0,Casual,13,1,No,No,2179.85,[2062.5 - 2750.0],2360.42,7,4.8,91,5
apple,MacBook,Intel,Core i5,10th,8,LPDDR4X,512,0,Mac,64-bit,0,Casual,16,1,No,No,1937.63,[1375.0 - 2062.5],2118.2,8,4.4,32,5
apple,MacBook,Intel,Core i5,8th,8,DDR3,512,0,Mac,64-bit,0,Casual,16,1,No,No,2084.17,[2062.5 - 2750.0],2178.76,4,4.2,108,13
apple,MacBook,M1,M1,10th,16,DDR4,1024,0,Mac,64-bit,0,Casual,13.3,1,No,No,2058.74,[1375.0 - 2062.5],2227.2,7,4.8,640,70
apple,MacBook,M1,M1,10th,16,DDR4,1024,0,Mac,64-bit,0,Casual,14.2,1,No,No,2736.95,[2062.5 - 2750.0],2905.41,5,4.8,42,8
apple,MacBook,M1,M1,10th,16,DDR4,1024,0,Mac,64-bit,0,Casual,14.2,1,No,No,2736.95,[2062.5 - 2750.0],2905.41,5,4.8,42,8
apple,MacBook,M1,M1,10th,16,DDR4,1024,0,Mac,64-bit,0,Casual,16.2,1,No,No,2954.95,[2750.0 - 3437.5],3147.63,6,4.8,42,8
apple,MacBook,M1,M1,10th,16,DDR4,256,0,Mac,64-bit,0,Casual,13.3,1,No,No,1271.53,[687.5 - 1375.0],1367.32,7,4.7,45,4
apple,MacBook,M1,M1,10th,16,DDR4,256,0,Mac,64-bit,0,Casual,13.3,1,No,No,1271.53,[687.5 - 1375.0],1367.32,7,4.7,45,4
apple,MacBook,M1,M1,10th,16,DDR4,256,0,Mac,64-bit,0,Casual,13.3,1,No,No,1610.63,[1375.0 - 2062.5],1815.43,11,4.8,640,70
apple,MacBook,M1,M1,10th,16,DDR4,512,0,Mac,64-bit,0,Casual,13.3,1,No,No,1562.19,[1375.0 - 2062.5],1670.1,6,4.7,45,4
apple,MacBook,M1,M1,10th,16,DDR4,512,0,Mac,64-bit,0,Casual,13.3,1,No,No,1816.52,[1375.0 - 2062.5],1984.98,8,4.8,640,70
apple,MacBook,M1,M1,10th,16,DDR4,512,0,Mac,64-bit,0,Casual,14.2,1,No,No,2240.4,[2062.5 - 2750.0],2360.42,5,4.8,42,8
apple,MacBook,M1,M1,10th,16,DDR4,512,0,Mac,64-bit,0,Casual,16.2,1,No,No,2736.95,[2062.5 - 2750.0],2905.41,5,4.8,42,8
apple,MacBook,M1,M1,10th,32,DDR4,1024,0,Mac,64-bit,0,Casual,16.2,1,No,No,3754.27,[3437.5 - 4125.0],3995.4,6,5,3,1
apple,MacBook,M1,M1,10th,4,DDR4,512,0,Mac,64-bit,0,Casual,16,1,No,No,1513.75,[1375.0 - 2062.5],1609.54,5,4.7,45,4
apple,MacBook,M1,M1,10th,8,DDR4,1024,0,Mac,64-bit,0,Casual,13.3,1,No,No,1816.52,[1375.0 - 2062.5],1984.98,8,4.8,640,70
apple,MacBook,M1,M1,10th,8,DDR4,256,0,Mac,64-bit,0,Casual,13.3,1,No,No,1041.42,[687.5 - 1375.0],1125.11,7,4.7,6725,629
apple,MacBook,M1,M1,10th,8,DDR4,256,0,Mac,64-bit,0,Casual,13.3,1,No,No,1041.42,[687.5 - 1375.0],1125.11,7,4.7,6725,629
apple,MacBook,M1,M1,10th,8,DDR4,256,0,Mac,64-bit,0,Casual,13.3,1,No,No,1368.41,[687.5 - 1375.0],1488.43,8,4.8,640,70
apple,MacBook,M1,M1,10th,8,DDR4,256,0,Mac,64-bit,0,Casual,13.3,1,No,No,1368.41,[687.5 - 1375.0],1488.43,8,4.8,640,70
apple,MacBook,M1,M1,10th,8,DDR4,512,0,Mac,64-bit,0,Casual,13.3,1,No,No,1235.19,[687.5 - 1375.0],1427.88,13,4.7,809,91
apple,MacBook,M1,M1,10th,8,DDR4,512,0,Mac,64-bit,0,Casual,13.3,1,No,No,1259.42,[687.5 - 1375.0],1427.88,11,4.7,809,91
apple,MacBook,M1,M1,10th,8,DDR4,512,0,Mac,64-bit,0,Casual,13.3,1,No,No,1271.53,[687.5 - 1375.0],1343.1,5,4.7,6725,629
apple,MacBook,M1,M1,10th,8,DDR4,512,0,Mac,64-bit,0,Casual,13.3,1,No,No,1271.53,[687.5 - 1375.0],1343.1,5,4.7,6725,629
apple,MacBook,M1,M1,10th,8,DDR4,512,0,Mac,64-bit,0,Casual,13.3,1,No,No,1525.86,[1375.0 - 2062.5],1730.65,11,4.6,399,45
apple,MacBook,M1,M1,10th,8,DDR4,512,0,Mac,64-bit,0,Casual,13.3,1,No,No,1598.52,[1375.0 - 2062.5],1730.65,7,4.6,399,45
asus,AMD,AMD,Ryzen 5,11th,4,DDR4,512,0,Windows,64-bit,0,Casual,16,1,No,No,980.86,[687.5 - 1375.0],1271.53,22,0,0,0
asus,APU,AMD,Quad,10th,4,DDR4,0,512,DOS,32-bit,0,Casual,15.6,0,No,No,242.1,[0.0 - 687.5],283.27,14,4,2887,476
asus,ASUS,AMD,Ryzen 7,11th,16,DDR4,512,0,Windows,32-bit,4,Gaming,17.3,0,No,No,932.42,[687.5 - 1375.0],1295.75,28,4.8,22,3
asus,ASUS,AMD,Ryzen 7,11th,16,DDR4,512,0,Windows,64-bit,4,Gaming,17.3,0,No,No,1005.09,[687.5 - 1375.0],1307.86,23,4.6,1067,145
asus,ASUS,Intel,Core i5,11th,8,DDR4,1024,0,Windows,64-bit,4,Gaming,15.6,0,No,No,920.31,[687.5 - 1375.0],1416.86,35,4.5,368,48
asus,ASUS,Intel,Core i5,11th,8,DDR4,512,0,Windows,32-bit,6,Casual,16,1,No,No,1029.31,[687.5 - 1375.0],1574.3,34,5,5,0
asus,ASUS,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,4,Gaming,17.3,0,No,No,871.87,[687.5 - 1375.0],1404.75,37,4.4,91,17
asus,ASUS,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,4,Gaming,17.3,0,No,No,883.98,[687.5 - 1375.0],1283.64,31,4.5,74,10
asus,ASUS,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,6,Casual,16,1,No,No,1077.75,[687.5 - 1375.0],1574.3,31,0,0,0
asus,ASUS,Intel,Core i7,11th,16,DDR4,1024,0,Windows,64-bit,4,Gaming,15.6,0,No,No,1198.86,[687.5 - 1375.0],1659.08,27,4.5,445,56
asus,ASUS,Intel,Core i7,11th,16,DDR4,1024,0,Windows,64-bit,6,Casual,16,1,No,No,1592.59,[1375.0 - 2062.5],2119.41,24,0,0,0
asus,ASUS,Intel,Core i7,11th,16,DDR4,512,0,Windows,64-bit,4,Gaming,16,0,No,No,1150.42,[687.5 - 1375.0],1235.19,6,4.5,118,15
asus,ASUS,Intel,Core i9,11th,16,DDR4,1024,0,Windows,64-bit,6,Gaming,15.6,1,No,No,1695.41,[1375.0 - 2062.5],1755.96,3,0,0,0
asus,Asus,Intel,Pentium Quad,10th,4,DDR4,0,1024,Windows,64-bit,0,Casual,15.6,0,No,No,372.77,[0.0 - 687.5],447.98,16,0,0,0
asus,ASUS,Intel,Pentium Quad,11th,4,LPDDR4X,0,512,Windows,64-bit,0,Casual,15.6,0,No,No,556.98,[0.0 - 687.5],702.31,20,0,0,0
asus,ASUS,Intel,Pentium Quad,11th,8,LPDDR4X,256,0,Windows,64-bit,0,Casual,13.3,1,Yes,No,762.87,[687.5 - 1375.0],956.64,20,0,0,0
asus,Celeron,Intel,Celeron Dual,10th,4,DDR4,0,1024,Windows,64-bit,0,Casual,15.6,1,No,No,290.54,[0.0 - 687.5],326.87,11,3.8,15279,1947
asus,Chromebook,Intel,Celeron Dual,10th,4,LPDDR4,0,512,Windows,32-bit,0,Casual,15.6,0,No,No,217.88,[0.0 - 687.5],266.32,18,3.6,1180,148
asus,Chromebook,Intel,Celeron Dual,10th,4,LPDDR4,0,512,Windows,32-bit,0,Casual,15.6,0,No,No,248.15,[0.0 - 687.5],302.65,18,3.9,637,91
asus,Chromebook,Intel,Celeron Dual,10th,4,LPDDR4,0,512,Windows,32-bit,0,Casual,15.6,0,No,No,260.26,[0.0 - 687.5],314.76,17,3.9,818,113
asus,Chromebook,Intel,Celeron Dual,10th,4,LPDDR4,0,512,Windows,32-bit,0,Casual,15.6,0,No,No,284.49,[0.0 - 687.5],363.21,21,4.2,632,92
asus,Chromebook,Intel,Celeron Dual,10th,4,LPDDR4,0,512,Windows,32-bit,0,Casual,15.6,0,No,No,290.54,[0.0 - 687.5],363.21,20,4.1,974,170
asus,Chromebook,Intel,Celeron Dual,10th,4,LPDDR4,0,512,Windows,32-bit,0,Casual,15.6,0,No,No,302.65,[0.0 - 687.5],375.32,19,4.2,502,93
asus,Chromebook,Intel,Celeron Dual,10th,4,LPDDR4,0,512,Windows,64-bit,0,Casual,15.6,0,No,No,229.99,[0.0 - 687.5],278.43,17,3.6,197,25
asus,Commercial,Intel,Core i3,10th,4,DDR4,256,0,Windows,32-bit,0,Casual,15.6,0,No,No,484.32,[0.0 - 687.5],581.2,16,0,0,0
asus,EeeBook,Intel,Celeron Dual,10th,4,DDR4,0,512,Windows,32-bit,0,Casual,15.6,0,No,No,266.32,[0.0 - 687.5],314.76,15,3.5,31,3
asus,EeeBook,Intel,Celeron Dual,10th,4,DDR4,0,512,Windows,64-bit,0,Casual,15.6,0,No,No,278.43,[0.0 - 687.5],338.99,17,0,0,0
asus,EeeBook,Intel,Celeron Dual,10th,4,DDR4,0,512,Windows,64-bit,0,Casual,15.6,0,No,No,278.43,[0.0 - 687.5],338.99,17,0,0,0
asus,EeeBook,Intel,Pentium Silver,10th,4,DDR4,256,0,Windows,64-bit,0,ThinNlight,15.6,0,No,No,387.43,[0.0 - 687.5],496.43,21,3.8,5,0
asus,ExpertBook,Intel,Core i3,10th,4,DDR4,0,1024,Windows,64-bit,0,Casual,15.6,0,No,No,419.63,[0.0 - 687.5],508.54,17,2.3,3,0
asus,ExpertBook,Intel,Core i3,10th,4,DDR4,256,1024,Windows,64-bit,0,Casual,15.6,0,No,No,496.43,[0.0 - 687.5],629.65,21,0,0,0
asus,ExpertBook,Intel,Core i3,11th,4,DDR4,256,0,Windows,64-bit,0,Casual,15.6,0,No,No,435.87,[0.0 - 687.5],520.65,16,0,0,0
asus,ExpertBook,Intel,Core i5,10th,8,DDR4,0,1024,Windows,32-bit,2,Casual,14,0,No,No,712.11,[687.5 - 1375.0],944.53,24,0,0,0
asus,ExpertBook,Intel,Core i5,10th,8,DDR4,0,1024,Windows,64-bit,0,Casual,14,0,No,No,690.2,[687.5 - 1375.0],859.76,19,0,0,0
asus,ExpertBook,Intel,Core i5,10th,8,DDR4,0,1024,Windows,64-bit,0,Casual,15.6,0,No,No,741.78,[687.5 - 1375.0],835.53,11,0,0,0
asus,ExpertBook,Intel,Core i5,10th,8,DDR4,0,1024,Windows,64-bit,2,Casual,15.6,0,No,No,1017.2,[687.5 - 1375.0],0,0,0,0,0
asus,ExpertBook,Intel,Core i5,10th,8,DDR4,512,0,Windows,32-bit,2,Casual,15.6,0,No,No,847.64,[687.5 - 1375.0],0,0,0,0,0
asus,ExpertBook,Intel,Core i5,10th,8,DDR4,512,0,Windows,64-bit,2,Casual,15.6,0,No,No,1053.53,[687.5 - 1375.0],0,0,0,0,0
asus,ExpertBook,Intel,Core i5,10th,8,LPDDR3,512,0,Windows,64-bit,0,Casual,16,0,No,No,1029.31,[687.5 - 1375.0],1719.63,40,0,0,0
asus,ExpertBook,Intel,Core i5,10th,8,LPDDR3,512,0,Windows,64-bit,0,Casual,16,0,No,No,1608.21,[1375.0 - 2062.5],2095.07,23,0,0,0
asus,ExpertBook,Intel,Core i7,10th,16,DDR4,0,1024,Windows,64-bit,2,Casual,15.6,0,No,No,1138.31,[687.5 - 1375.0],0,0,0,0,0
asus,ExpertBook,Intel,Core i7,10th,16,LPDDR3,1024,0,Windows,64-bit,0,Casual,16,0,No,No,1877.07,[1375.0 - 2062.5],2095.07,10,5,3,0
asus,ExpertBook,Intel,Core i7,10th,16,LPDDR3,1024,0,Windows,64-bit,0,Casual,16,0,No,No,2010.29,[1375.0 - 2062.5],2458.4,18,0,0,0
asus,ExpertBook,Intel,Core i7,10th,16,LPDDR3,1024,0,Windows,64-bit,0,Casual,16,0,No,No,2034.52,[1375.0 - 2062.5],2458.4,17,0,0,0
asus,ExpertBook,Intel,Core i7,10th,16,LPDDR3,2048,0,Windows,64-bit,0,Casual,16,0,No,No,2833.84,[2750.0 - 3437.5],0,0,0,0,0
asus,F17,Intel,Core i5,11th,8,DDR4,1024,0,Windows,64-bit,4,Casual,16,0,No,No,1023.37,[687.5 - 1375.0],1271.65,19,4.3,3,0
asus,Intel,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,0,Casual,13.3,1,Yes,Yes,1029.31,[687.5 - 1375.0],1404.75,26,3.9,17,2
asus,VivoBook,Intel,Core i3,10th,4,DDR4,0,1024,Windows,32-bit,0,ThinNlight,15.6,0,No,No,411.65,[0.0 - 687.5],484.32,15,3.7,43,7
asus,VivoBook,Intel,Core i3,10th,4,DDR4,0,1024,Windows,32-bit,0,ThinNlight,15.6,0,No,No,431.03,[0.0 - 687.5],556.98,22,3.4,12,1
asus,VivoBook,Intel,Core i3,10th,4,DDR4,512,0,Windows,64-bit,0,ThinNlight,15.6,1,No,Yes,484.32,[0.0 - 687.5],605.43,20,4.3,2551,297
asus,VivoBook,Intel,Core i3,10th,4,DDR4,512,0,Windows,64-bit,0,ThinNlight,15.6,1,No,Yes,520.65,[0.0 - 687.5],617.54,15,4.4,1869,234
asus,VivoBook,Intel,Core i3,11th,4,DDR4,256,0,Windows,32-bit,0,Casual,15.6,0,No,No,508.54,[0.0 - 687.5],641.76,20,0,0,0
asus,VivoBook,Intel,Core i3,11th,4,DDR4,256,0,Windows,32-bit,0,Casual,15.6,0,No,No,587.26,[0.0 - 687.5],714.42,17,0,0,0
asus,VivoBook,Intel,Core i3,11th,4,DDR4,256,0,Windows,64-bit,0,ThinNlight,14,0,No,No,416.97,[0.0 - 687.5],605.43,31,4.1,37,6
asus,VivoBook,Intel,Core i3,11th,8,DDR4,0,1024,Windows,32-bit,0,Casual,15.6,0,No,No,502.6,[0.0 - 687.5],629.65,20,3,4,0
asus,VivoBook,Intel,Core i3,11th,8,DDR4,256,0,Windows,64-bit,0,ThinNlight,15.6,1,No,No,460.09,[0.0 - 687.5],641.76,28,4.3,284,39
asus,VivoBook,Intel,Core i5,10th,8,DDR4,256,1024,Windows,32-bit,2,Casual,14,0,No,No,714.42,[687.5 - 1375.0],823.42,13,5,1,1
asus,VivoBook,Intel,Core i5,10th,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,15.6,1,No,Yes,581.2,[0.0 - 687.5],762.87,23,4.3,1625,152
asus,VivoBook,Intel,Core i5,10th,8,DDR4,512,0,Windows,64-bit,2,ThinNlight,15.6,1,No,No,605.43,[0.0 - 687.5],787.09,23,4.1,45,3
asus,VivoBook,Intel,Core i5,11th,16,DDR4,256,1024,Windows,64-bit,0,ThinNlight,17.3,0,No,No,714.42,[687.5 - 1375.0],1041.42,31,4.8,6,1
asus,VivoBook,Intel,Core i5,11th,16,DDR4,512,0,Windows,64-bit,0,ThinNlight,17.3,0,No,No,726.54,[687.5 - 1375.0],1005.09,27,3.3,3,0
asus,VivoBook,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,14,0,No,No,702.31,[687.5 - 1375.0],859.76,18,0,0,0
asus,VivoBook,Intel,Core i7,10th,16,DDR4,1024,0,Windows,64-bit,6,Casual,16,1,Yes,No,2724.84,[2062.5 - 2750.0],3306.16,17,4.7,9,0
asus,VivoBook,Intel,Core i7,11th,16,DDR4,1024,0,Windows,32-bit,6,Casual,16,0,No,No,1465.18,[1375.0 - 2062.5],1816.63,19,0,0,0
asus,VivoBook,Intel,Core i7,11th,16,DDR4,256,1024,Windows,32-bit,0,ThinNlight,16,0,No,No,999.15,[687.5 - 1375.0],1198.86,16,0,0,0
asus,VivoBook,Intel,Core i7,11th,16,LPDDR4X,512,0,Windows,64-bit,0,ThinNlight,16,0,Yes,No,1332.08,[687.5 - 1375.0],1634.86,18,0,0,0
asus,VivoBook,Intel,Core i9,10th,16,DDR4,1024,0,Windows,64-bit,6,Casual,16,1,Yes,No,3269.83,[2750.0 - 3437.5],3960.16,17,4.8,8,1
