"brand","model","processor_brand","processor_name","processor_gnrtn","ram_gb","ram_type","ssd","hdd","os","os_bit","graphic_card_gb","weight","display_size","warranty","Touchscreen","msoffice","latest_price","old_price","discount","star_rating","ratings","reviews"
"apple","MacBook","M1","M1","10th",8,"DDR4",256,0,"Mac","64-bit",0,"Casual",13.3,1,"No","No",1041.42,1125.11,7,4.7,6725,629
"apple","MacBook","M1","M1","10th",8,"DDR4",256,0,"Mac","64-bit",0,"Casual",13.3,1,"No","No",1041.42,1125.11,7,4.7,6725,629
"apple","MacBook","M1","M1","10th",8,"DDR4",256,0,"Mac","64-bit",0,"Casual",13.3,1,"No","No",1368.41,1488.43,8,4.8,640,70
"apple","MacBook","M1","M1","10th",8,"DDR4",256,0,"Mac","64-bit",0,"Casual",13.3,1,"No","No",1368.41,1488.43,8,4.8,640,70
"apple","MacBook","M1","M1","10th",8,"DDR4",512,0,"Mac","64-bit",0,"Casual",13.3,1,"No","No",1235.19,1427.88,13,4.7,809,91
"apple","MacBook","M1","M1","10th",8,"DDR4",512,0,"Mac","64-bit",0,"Casual",13.3,1,"No","No",1259.42,1427.88,11,4.7,809,91
"apple","MacBook","M1","M1","10th",8,"DDR4",512,0,"Mac","64-bit",0,"Casual",13.3,1,"No","No",1271.53,1343.1,5,4.7,6725,629
"apple","MacBook","M1","M1","10th",8,"DDR4",512,0,"Mac","64-bit",0,"Casual",13.3,1,"No","No",1271.53,1343.1,5,4.7,6725,629
"apple","MacBook","M1","M1","10th",8,"DDR4",512,0,"Mac","64-bit",0,"Casual",13.3,1,"No","No",1525.86,1730.65,11,4.6,399,45
"apple","MacBook","M1","M1","10th",8,"DDR4",512,0,"Mac","64-bit",0,"Casual",13.3,1,"No","No",1598.52,1730.65,7,4.6,399,45
"asus","AMD","AMD","Ryzen 5","11th",4,"DDR4",512,0,"Windows","64-bit",0,"Casual",16,1,"No","No",980.86,1271.53,22,0,0,0
"asus","APU","AMD","Quad","10th",4,"DDR4",0,512,"DOS","32-bit",0,"Casual",15.6,0,"No","No",242.1,283.27,14,4,2887,476
"asus","ASUS","AMD","Ryzen 7","11th",16,"DDR4",512,0,"Windows","32-bit",4,"Gaming",17.3,0,"No","No",932.42,1295.75,28,4.8,22,3
"asus","ASUS","AMD","Ryzen 7","11th",16,"DDR4",512,0,"Windows","64-bit",4,"Gaming",17.3,0,"No","No",1005.09,1307.86,23,4.6,1067,145
"asus","ASUS","Intel","Core i5","11th",8,"DDR4",1024,0,"Windows","64-bit",4,"Gaming",15.6,0,"No","No",920.31,1416.86,35,4.5,368,48
"asus","ASUS","Intel","Core i5","11th",8,"DDR4",512,0,"Windows","32-bit",6,"Casual",16,1,"No","No",1029.31,1574.3,34,5,5,0
"asus","ASUS","Intel","Core i5","11th",8,"DDR4",512,0,"Windows","64-bit",4,"Gaming",17.3,0,"No","No",871.87,1404.75,37,4.4,91,17
"asus","ASUS","Intel","Core i5","11th",8,"DDR4",512,0,"Windows","64-bit",4,"Gaming",17.3,0,"No","No",883.98,1283.64,31,4.5,74,10
"asus","ASUS","Intel","Core i5","11th",8,"DDR4",512,0,"Windows","64-bit",6,"Casual",16,1,"No","No",1077.75,1574.3,31,0,0,0
"asus","ASUS","Intel","Core i7","11th",16,"DDR4",1024,0,"Windows","64-bit",4,"Gaming",15.6,0,"No","No",1198.86,1659.08,27,4.5,445,56
"asus","ASUS","Intel","Core i7","11th",16,"DDR4",1024,0,"Windows","64-bit",6,"Casual",16,1,"No","No",1592.59,2119.41,24,0,0,0
"asus","ASUS","Intel","Core i7","11th",16,"DDR4",512,0,"Windows","64-bit",4,"Gaming",16,0,"No","No",1150.42,1235.19,6,4.5,118,15
"asus","ASUS","Intel","Core i9","11th",16,"DDR4",1024,0,"Windows","64-bit",6,"Gaming",15.6,1,"No","No",1695.41,1755.96,3,0,0,0
"asus","Asus","Intel","Pentium Quad","10th",4,"DDR4",0,1024,"Windows","64-bit",0,"Casual",15.6,0,"No","No",372.77,447.98,16,0,0,0
"asus","ASUS","Intel","Pentium Quad","11th",4,"LPDDR4X",0,512,"Windows","64-bit",0,"Casual",15.6,0,"No","No",556.98,702.31,20,0,0,0
